face_id,candidate_path,candidate_id,input_ssim,input_psnr,input_mse,input_l2,model,prompt,seed,steps,guidance_scale,output_ssim,output_psnr,output_mse,output_l2,original_path,perturbed_path,clean_edit_path,perturbed_edit_path,strip_path,arcface_model,arcface_original_vs_perturbed,arcface_clean_edit_vs_perturbed_edit,arcface_original_vs_clean_edit,arcface_perturbed_vs_perturbed_edit,arcface_edit_identity_drop,arcface_review_priority,arcface_status
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Add a grey hoodie,1234,10,1.0,0.8867192268371582,30.280028211470697,0.0009375559166073799,0.030619534885549454,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_grey_hoodie/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_grey_hoodie/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_grey_hoodie/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.950541615486145,0.8246011137962341,0.8992663025856018,-0.07466518878936768,-0.08095800876617432,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Add a blue baseball cap,1234,10,1.0,0.9048004150390625,29.35917226756226,0.0011589982314035296,0.034044063085999735,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_blue_baseball_cap/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_blue_baseball_cap/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_blue_baseball_cap/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9117555618286133,0.7339007258415222,0.6733561754226685,0.06054455041885376,0.09574639797210693,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Add a blue baseball cap,1234,10,1.0,0.8997123837471008,30.656788778011148,0.0008596489205956459,0.029319770132039676,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_blue_baseball_cap/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_blue_baseball_cap/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_blue_baseball_cap/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.9376333355903625,0.7339007258415222,0.7169213891029358,0.016979336738586426,0.023594796657562256,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Add a black fedora,1234,10,1.0,0.8914000391960144,23.990713930840233,0.0039895931258797646,0.06316322605662067,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_black_fedora/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_black_fedora/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_black_fedora/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9514269828796387,0.8093701004981995,0.7813143730163574,0.02805572748184204,0.023586153984069824,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Add a black fedora,1234,10,1.0,0.9018977284431458,28.78117529011608,0.00132398318964988,0.0363865798014856,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_black_fedora/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_black_fedora/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_black_fedora/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.962317943572998,0.8093701004981995,0.8306143283843994,-0.02124422788619995,-0.03931337594985962,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Add a flower crown,1234,10,1.0,0.8966936469078064,26.41813827199204,0.0022813198156654835,0.04776316379455493,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_flower_crown/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_flower_crown/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_flower_crown/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9627139568328857,0.7506192922592163,0.7074518799781799,0.04316741228103638,0.02741086483001709,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Add a flower crown,1234,10,1.0,0.8634397387504578,22.318475670430512,0.005863439291715622,0.07657309770223235,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_flower_crown/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_flower_crown/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_flower_crown/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.9345322847366333,0.7506192922592163,0.7895718812942505,-0.03895258903503418,-0.0292360782623291,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Add a white bridal veil,1234,10,1.0,0.8434303402900696,24.457059750621063,0.0035833895672112703,0.0598614196892395,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_white_bridal_veil/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_white_bridal_veil/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_white_bridal_veil/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.8842359781265259,0.9417392015457153,0.9140185713768005,0.027720630168914795,0.09044206142425537,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Add a white bridal veil,1234,10,1.0,0.8403337597846985,25.018131791948623,0.0031491026747971773,0.05611686622395425,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_white_bridal_veil/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_white_bridal_veil/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_white_bridal_veil/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.8761963844299316,0.9417392015457153,0.8989420533180237,0.04279714822769165,0.11084955930709839,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Change hair color to green,1234,10,1.0,0.8984687924385071,30.22497411011246,0.0009495166596025229,0.030814228200662805,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_green/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_green/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_green/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9646079540252686,0.7755990028381348,0.8008690476417542,-0.025270044803619385,-0.042920589447021484,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Change hair color to green,1234,10,1.0,0.8881629109382629,30.889830283158567,0.0008147361222654581,0.028543582856142256,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_green/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_green/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_green/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.9672183394432068,0.7755990028381348,0.7929136753082275,-0.017314672470092773,-0.04028421640396118,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Change hair color to bright blue,1234,10,1.0,0.9230605959892273,30.600996681360414,0.0008707637316547334,0.029508706031521163,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_bright_blue/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_bright_blue/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_bright_blue/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9636118412017822,0.800466001033783,0.8152134418487549,-0.014747440814971924,-0.031401872634887695,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Change hair color to bright blue,1234,10,1.0,0.907642662525177,30.88540521715537,0.0008155666873790324,0.028558128219108345,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_bright_blue/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_bright_blue/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/change_hair_color_to_bright_blue/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.9723823070526123,0.800466001033783,0.8353875875473022,-0.03492158651351929,-0.06305509805679321,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Make the hair black,1234,10,1.0,0.885920524597168,23.21390646370947,0.004770999308675528,0.0690724207529715,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/make_the_hair_black/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/make_the_hair_black/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/make_the_hair_black/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9566377401351929,0.7365604639053345,0.7407766580581665,-0.004216194152832031,-0.013896524906158447,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Make the hair black,1234,10,1.0,0.9013634324073792,23.490973982868056,0.004476129077374935,0.06690387938957602,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/make_the_hair_black/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/make_the_hair_black/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/make_the_hair_black/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.9399229288101196,0.7365604639053345,0.7030866742134094,0.03347378969192505,0.0377996563911438,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Turn the hair blonde,1234,10,1.0,0.9264829754829407,30.423857549233475,0.0009070145315490663,0.030116681947868467,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/turn_the_hair_blonde/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/turn_the_hair_blonde/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/turn_the_hair_blonde/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9705435633659363,0.7377163767814636,0.799638032913208,-0.061921656131744385,-0.08550781011581421,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Turn the hair blonde,1234,10,1.0,0.9164984226226807,32.06016066105087,0.000622277264483273,0.024945485853822794,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/turn_the_hair_blonde/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/turn_the_hair_blonde/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/turn_the_hair_blonde/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.9735360741615295,0.7377163767814636,0.7926608324050903,-0.05494445562362671,-0.08423173427581787,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,output_save_image_2_results_bspline_100_vae_latent_out_png,0.9054341316223145,32.759587504135006,0.0005297137540765107,0.023015511162616194,black-forest-labs/FLUX.2-klein-4B,Add a full beard,1234,10,1.0,0.8894968032836914,28.431881297268518,0.001434867735952139,0.0378796480441957,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/bspline_100/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_full_beard/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_full_beard/output_save_image_2_results_bspline_100_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_full_beard/output_save_image_2_results_bspline_100_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9469574093818665,0.9168318510055542,0.5327547788619995,0.5470082759857178,-0.014253497123718262,0.015872061252593994,scored
image_2,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,output_save_image_2_results_all_10_vae_latent_out_png,0.8660556674003601,31.523657236264427,0.000704099889844656,0.026534880626161782,black-forest-labs/FLUX.2-klein-4B,Add a full beard,1234,10,1.0,0.8792150020599365,30.674170113705653,0.0008562153088860214,0.029261156998417224,/home/interns/Desktop/amit_code/new_images/image_2.png,/home/interns/Desktop/amit_code/output_save/image_2/results/all_10/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_full_beard/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_full_beard/output_save_image_2_results_all_10_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_2/add_a_full_beard/output_save_image_2_results_all_10_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.9442487955093384,0.9561998844146729,0.5327547788619995,0.493287593126297,0.039467185735702515,0.027516096830368042,scored
image_3,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png,0.8406718373298645,30.629913403138374,0.0008649851661175489,0.029410630155057012,black-forest-labs/FLUX.2-klein-4B,Add black sunglasses,1234,10,1.0,0.8478906750679016,29.988034930220955,0.001002758857794106,0.03166636792867325,/home/interns/Desktop/amit_code/new_images/image_3.png,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_black_sunglasses/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_black_sunglasses/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_black_sunglasses/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.3966781198978424,0.779072105884552,0.7926287055015564,0.755397379398346,0.03723132610321045,-0.34516265988349915,scored
image_3,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png,0.8406718373298645,30.629913403138374,0.0008649851661175489,0.029410630155057012,black-forest-labs/FLUX.2-klein-4B,Add over-ear headphones,1234,10,1.0,0.7923842072486877,23.30618194407467,0.004670698195695877,0.06834250650726732,/home/interns/Desktop/amit_code/new_images/image_3.png,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_over_ear_headphones/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_over_ear_headphones/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_over_ear_headphones/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.3966781198978424,0.5236729383468628,0.9381717443466187,0.9529369473457336,-0.01476520299911499,-0.14176002144813538,scored
image_3,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png,0.8406718373298645,30.629913403138374,0.0008649851661175489,0.029410630155057012,black-forest-labs/FLUX.2-klein-4B,Add a blue medical mask,1234,10,1.0,0.8294875025749207,28.109967138770532,0.0015452661318704486,0.039309873211070635,/home/interns/Desktop/amit_code/new_images/image_3.png,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_blue_medical_mask/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_blue_medical_mask/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_blue_medical_mask/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.3966781198978424,0.9074645042419434,0.6683158874511719,0.3295482397079468,0.3387676477432251,-0.17201873660087585,scored
image_3,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png,0.8406718373298645,30.629913403138374,0.0008649851661175489,0.029410630155057012,black-forest-labs/FLUX.2-klein-4B,Add a red scarf,1234,10,1.0,0.8119382262229919,27.74591842897224,0.001680382527410984,0.0409924691548458,/home/interns/Desktop/amit_code/new_images/image_3.png,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_red_scarf/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_red_scarf/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_red_scarf/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.3966781198978424,0.6204394698143005,0.9437979459762573,0.8673076629638672,0.07649028301239014,-0.147271066904068,scored
image_3,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png,0.8406718373298645,30.629913403138374,0.0008649851661175489,0.029410630155057012,black-forest-labs/FLUX.2-klein-4B,Add a royal blue scarf,1234,10,1.0,0.8011910915374756,26.65160460132821,0.002161919604986906,0.046496447229728274,/home/interns/Desktop/amit_code/new_images/image_3.png,/home/interns/Desktop/amit_code/targeted_experiments/new_face_round2_perturbations/image_3/polar_30/vae_latent_out.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_royal_blue_scarf/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_royal_blue_scarf/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/perturbed_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/flux_klein_prompt_sweep/image_3/add_a_royal_blue_scarf/targeted_experiments_new_face_round2_perturbations_image_3_polar_30_vae_latent_out_png/comparison_strip.jpg,ArcFace iResNet-100,0.3966781198978424,0.5997965931892395,0.9546127319335938,0.9213830232620239,0.033229708671569824,-0.16988876461982727,scored
