case,run,seed,comparison,edit_ssim,edit_psnr,edit_l2,left_path,right_path
image4_red_scarf,single_bspline,1234,learned_geometry_vs_neutral_original,0.9654855132102966,37.14200313780644,0.013896321176272992,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_1234\geometry_only_original_edit.png
image4_red_scarf,single_bspline,1234,learned_geometry_vs_vae_reconstruction,0.9892494082450867,41.33705785706016,0.008573281960238138,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_1234\geometry_only_reconstruction_edit.png
image4_red_scarf,single_bspline,24001,learned_geometry_vs_neutral_original,0.9656285643577576,36.96966584861968,0.014174792416698993,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_24001\geometry_only_original_edit.png
image4_red_scarf,single_bspline,24001,learned_geometry_vs_vae_reconstruction,0.9892190098762512,41.124961031116555,0.008785205978446387,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_24001\geometry_only_reconstruction_edit.png
image4_red_scarf,single_bspline,34007,learned_geometry_vs_neutral_original,0.9661076664924622,37.06025294645082,0.01402772853066502,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_34007\geometry_only_original_edit.png
image4_red_scarf,single_bspline,34007,learned_geometry_vs_vae_reconstruction,0.9885900020599365,40.949588254609175,0.008964386796680978,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_bspline\seed_34007\geometry_only_reconstruction_edit.png
image4_red_scarf,single_diffgeom,1234,learned_geometry_vs_neutral_original,0.7577105164527893,22.430017437175884,0.07559605427246381,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_1234\geometry_only_original_edit.png
image4_red_scarf,single_diffgeom,1234,learned_geometry_vs_vae_reconstruction,0.9017011523246765,27.04286262026535,0.04444847538922608,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_1234\geometry_only_reconstruction_edit.png
image4_red_scarf,single_diffgeom,24001,learned_geometry_vs_neutral_original,0.7594793438911438,22.389718621025068,0.07594760254584941,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_24001\geometry_only_original_edit.png
image4_red_scarf,single_diffgeom,24001,learned_geometry_vs_vae_reconstruction,0.9014186263084412,26.89222099743371,0.045226080365394355,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_24001\geometry_only_reconstruction_edit.png
image4_red_scarf,single_diffgeom,34007,learned_geometry_vs_neutral_original,0.7544489502906799,22.336180952683826,0.07641717038485614,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_34007\geometry_only_original_edit.png
image4_red_scarf,single_diffgeom,34007,learned_geometry_vs_vae_reconstruction,0.8983100056648254,26.863356319834665,0.045376624268268786,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_diffgeom\seed_34007\geometry_only_reconstruction_edit.png
image4_red_scarf,single_rolling,1234,learned_geometry_vs_neutral_original,0.9578738212585449,35.09365730377653,0.017592077711315282,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_1234\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_1234\geometry_only_original_edit.png
image4_red_scarf,single_rolling,1234,learned_geometry_vs_vae_reconstruction,0.9895221590995789,41.25974461848014,0.008649933508360061,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_1234\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_1234\geometry_only_reconstruction_edit.png
image4_red_scarf,single_rolling,24001,learned_geometry_vs_neutral_original,0.9579870700836182,34.83599741282949,0.018121749774315923,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_24001\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_24001\geometry_only_original_edit.png
image4_red_scarf,single_rolling,24001,learned_geometry_vs_vae_reconstruction,0.9888412356376648,40.68441631677576,0.009242281331921587,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_24001\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_24001\geometry_only_reconstruction_edit.png
image4_red_scarf,single_rolling,34007,learned_geometry_vs_neutral_original,0.9572577476501465,34.57483419101885,0.01867490023681441,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_34007\neutral_geometry_on_original_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_34007\geometry_only_original_edit.png
image4_red_scarf,single_rolling,34007,learned_geometry_vs_vae_reconstruction,0.9877219200134277,40.299086390787274,0.009661524966062422,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_34007\vae_reconstruction_edit.png,targeted_experiments\geometry_family_attribution\image4_seed_replays\single_rolling\seed_34007\geometry_only_reconstruction_edit.png
